Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5
0587;0587-3;3;Cervecería El Bolsón (El Bolsón);Privado;Empresa privada;Otro;Cervecería Berlina (Bariloche);Cervecería Berlina (Bariloche)
0588;0588-1;1;Cerveza Ancestral SRL;Privado;Empresa privada;SRL;Cerveza Ancestral SRL;Cerveza Ancestral SRL
0589;0589-1;2;CESIMAR - CONICET;Estado;Nacional;Organismo CyT público;CONICET;CESIMAR (CONICET)
0589;0589-2;2;INBIOP - CONICET y Universidad Nacional de la Patagonia San Juan Bosco;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INBIOP (CONICET, UNP)
0590;0590-1;1;CEVE-AVE-CONICET;Estado;Nacional;Organismo CyT público;CONICET;CEVE (CONICET, AVE) https://ceve.org.ar/acerca-de-ceve/
0591;0591-1;1;Chacra Experimental Agricola Santa Rosa;Comunidad;?;Organismo CyT privado;Centro Azucarero Regional del Norte Argentino - Chacra Experimental Agricola Santa Rosa;Centro Azucarero Regional del Norte Argentino - Chacra Experimental Agricola Santa Rosa
0592;0592-1;1;CHARACATO;Estado;Municipal;Municipio o comuna;Characato;Characato
0593;0593-2;3;Cerrillos;Estado;Municipal;Municipio o comuna;Cerrillos;Cerrillos
0593;0593-1;3;Chicoana;Estado;Municipal;Municipio o comuna;Chicoana;Chicoana
0593;0593-3;3;Gral. Güemes;Estado;Municipal;Municipio o comuna;Gral. Güemes;Gral. Güemes
0594;0594-1;1;Chimbas;Estado;Municipal;Municipio o comuna;Chimbas;Chimbas
0595;0595-1;1;Chimpay;Estado;Municipal;Municipio o comuna;Chimpay;Chimpay
0596;0596-1;1;Chivilcoy;Estado;Municipal;Municipio o comuna;Chivilcoy;Chivilcoy
0597;0597-1;3;Cholila;Estado;Municipal;Municipio o comuna;Cholila;Cholila
0597;0597-2;3;El Hoyo;Estado;Municipal;Municipio o comuna;El Hoyo;El Hoyo
0597;0597-3;3;Trevelin;Estado;Municipal;Municipio o comuna;Trevelin;Trevelin
0598;0598-1;1;Chos Malal;Estado;Municipal;Municipio o comuna;Chos Malal;Chos Malal
0599;0599-1;1;Christian Hernán Llanos;Privado;Persona física;Persona física;Christian Hernán Llanos;Christian Hernán Llanos
0600;0600-2;2;Municipio de Añatuya;Estado;Municipal;Municipio o comuna;Añatuya;Añatuya
0600;0600-1;2;CIC;Estado;Provincial;Organismo CyT público;Provincia de Buenos Aires;CIC (PBA)
0601;0601-2;2;CICPBA;Estado;Provincial;Organismo CyT público;Provincia de Buenos Aires;CIC (PBA)
0601;0601-1;2;INTECH;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INTECH (CONICET, UNSAM)
0602;0602-1;4;CICYTTP -CONICET;Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CICYTTP (CONICET, Entre Ríos, UADER)
0602;0602-3;4;Universidad Autónoma de Entre Ríos (UADER);Estado;Nacional;Universidad pública;UADER;UADER
0602;0602-2;4;Universidad Nacional de Entre Ríos (UNER);Estado;Nacional;Universidad pública;UNER;UNER
0602;0602-4;4;Universidad Nacional de José Clemente Paz UNPAZ;Estado;Nacional;Universidad pública;UNPAZ;UNPAZ
0603;0603-1;1;CIEFAP Ctro. de Inv. y Extención Forestal Andino Patagónico;Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0604;0604-1;1;CIEFAP Ctro. de Inv. y Extención Forestal Andino Patagónico;Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0605;0605-2;2;AIEGO S.R.L;Privado;Empresa privada;SRL;AIEGO S.R.L;AIEGO S.R.L
0605;0605-1;2;CIEFAP Ctro. de Inv. y Extención Forestal Andino Patagónico;Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0606;0606-1;4;CILSA Centro de Integración Libre y Solidario de Argentina;Comunidad;ONG;Organización vinculada a salud o discapacidad;CILSA Centro de Integración Libre y Solidario de Argentina;CILSA Centro de Integración Libre y Solidario de Argentina
0606;0606-3;4;FAICA - Federación Argentina de Instituciones de Ciegos y Ambliopes;Comunidad;Federación;Organización vinculada a salud o discapacidad;FAICA - Federación Argentina de Instituciones de Ciegos y Ambliopes;FAICA - Federación Argentina de Instituciones de Ciegos y Ambliopes
0606;0606-2;4;FENATAP – FEDERACIÓN NACIONAL DE TALLERES PROTEGIDOS DE LA REPÚBLICA ARGENTINA;Comunidad;?;Cooperación empresaria o de productores;FENATAP – FEDERACIÓN NACIONAL DE TALLERES PROTEGIDOS DE LA REPÚBLICA ARGENTINA;FENATAP – FEDERACIÓN NACIONAL DE TALLERES PROTEGIDOS DE LA REPÚBLICA ARGENTINA
0606;0606-4;4;Fundación Taller Protegido San Francisco de Asis;Comunidad;Fundación;Organización vinculada a salud o discapacidad;Fundación Taller Protegido San Francisco de Asis;Fundación Taller Protegido San Francisco de Asis
0607;0607-1;1;CIRCULO ODONTOLOGICO DE CORDOBA;Comunidad;?;Asociación científica o profesional;CIRCULO ODONTOLOGICO DE CORDOBA;CIRCULO ODONTOLOGICO DE CORDOBA
0608;0608-1;1;CIT Formosa;Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CIT FORMOSA
0609;0609-1;1;Ciudad de Formosa;Estado;Municipal;Municipio o comuna;Formosa;Formosa
0610;0610-1;1;Ciudad de Neuquén;Estado;Municipal;Municipio o comuna;Neuquén;Neuquén
0611;0611-1;1;Ciudad de Salta;Estado;Municipal;Municipio o comuna;Salta;Salta
0612;0612-1;1;Ciudad de San Juan;Estado;Municipal;Municipio o comuna;San Juan;San Juan
0613;0613-1;1;Claudio Eduardo Roig;Privado;Persona física;Persona física;Claudio Eduardo Roig;Claudio Eduardo Roig
0614;0614-1;1;Club Andino Bariloche (CAB);Comunidad;?;Club;Club Andino Bariloche (CAB);Club Andino Bariloche (CAB)
0615;0615-1;1;Club Andino Ushuaia (CAU);Comunidad;?;Club;Club Andino Ushuaia (CAU);Club Andino Ushuaia (CAU)
0616;0616-1;1;Club Atlético Leandro N. Alem;Comunidad;?;Club;Club Atlético Leandro N. Alem;Club Atlético Leandro N. Alem
0617;0617-1;1;Club de Leones de Paraná “Parque Urquiza”;Comunidad;?;Club;Club de Leones de Paraná “Parque Urquiza”;Club de Leones de Paraná “Parque Urquiza”
0618;0618-1;1;Club de Suboficiales y Agentes de la Policía de la provincia de La Rioja;Comunidad;?;Club;Club de Suboficiales y Agentes de la Policía de la provincia de La Rioja;Club de Suboficiales y Agentes de la Policía de la provincia de La Rioja
0619;0619-1;1;Club Social y Deportivo Cárcova;Comunidad;?;Club;Club Social y Deportivo Cárcova;Club Social y Deportivo Cárcova
0620;0620-1;1;CNEA - COMISION NACIONAL DE ENERGIA ATOMICA;Estado;Nacional;Organismo CyT público;CNEA;CNEA
0621;0621-1;1;CO.PRO.SA;Privado;Empresa privada;SA;CO.PRO.SA;CO.PRO.SA
0622;0622-1;1;Colegio médico San Juan;Comunidad;Colegio profesional;Asociación científica o profesional;Colegio médico San Juan;Colegio médico San Juan
0623;0623-1;1;Colegio Secundario Provincial Técnico Enológico-Nonogasta;Estado;Provincial;Institución educativa;Colegio Secundario Provincial Técnico Enológico-Nonogasta;Colegio Secundario Provincial Técnico Enológico-Nonogasta
0624;0624-1;1;Colegio Veterinario de la pcia de La Pampa;Comunidad;Colegio profesional;Asociación científica o profesional;Colegio Veterinario de la pcia de La Pampa;Colegio Veterinario de la pcia de La Pampa
0625;0625-1;1;Colombres (comuna);Estado;Municipal;Municipio o comuna;Colombres;Colombres
0626;0626-1;1;Colón;Estado;Municipal;Municipio o comuna;Colón;Colón
0627;0627-1;1;Colonia Alpina (comisión municipal);Estado;Municipal;Municipio o comuna;Colonia Alpina;Colonia Alpina
0628;0628-1;1;Colonia Aurora;Estado;Municipal;Municipio o comuna;Colonia Aurora;Colonia Aurora
0629;0629-1;1;Colonia Ayuí;Estado;Municipal;Municipio o comuna;Colonia Ayuí;Colonia Ayuí
0630;0630-2;3;Autoridad del Agua;Estado;Provincial;Gobierno provincial;Provincia de Buenos Aires;Buenos Aires (Agua)
0630;0630-1;3;Com. de Invest. Científicas de la Prov. de Buenos Aires;Estado;Provincial;Organismo CyT público;Provincia de Buenos Aires;CIC (PBA)
0630;0630-3;3;REDIMEC SRL;Privado;Empresa privada;SRL;REDIMEC SRL;REDIMEC SRL
0631;0631-1;2;Com. de Invest. Científicas de la Prov. de Buenos Aires;Estado;Provincial;Organismo CyT público;Provincia de Buenos Aires;CIC (PBA)
0631;0631-2;2;MD INDUSTRIA METALURGICA SRL;Privado;Empresa privada;SRL;MD INDUSTRIA METALURGICA SRL;MD INDUSTRIA METALURGICA SRL
0632;0632-1;1;Comallo;Estado;Municipal;Municipio o comuna;Comallo;Comallo
0633;0633-1;1;Comandante Luis Piedra Buena;Estado;Municipal;Municipio o comuna;Comandante Luis Piedra Buena;Comandante Luis Piedra Buena
0634;0634-1;1;Comedor Capacitador Gotitas de Esfuerzo;Comunidad;?;Organización social;Comedor Capacitador Gotitas de Esfuerzo;Comedor Capacitador Gotitas de Esfuerzo
0635;0635-1;1;Comisión de Fomento de Chacharramendi;Estado;Municipal;Municipio o comuna;Chacharramendi;Chacharramendi
0636;0636-1;2;Comisión de Fomento de El Sauce EPAS;Estado;Municipal;Municipio o comuna;El Sauce;El Sauce
0636;0636-2;2;Comunidad de El Sauce;Estado;Municipal;Municipio o comuna;El Sauce;El Sauce
0637;0637-1;1;Comisión de Fomento de Falucho;Estado;Municipal;Municipio o comuna;Falucho;Falucho
0638;0638-1;1;Comisión de Fomento de Falucho;Estado;Municipal;Municipio o comuna;Falucho;Falucho
0639;0639-1;1;Comisión de Fomento de Laguna Blanca;Estado;Municipal;Municipio o comuna;Laguna Blanca;Laguna Blanca
0640;0640-1;1;Comisión de Fomento de Paso Aguerre;Estado;Municipal;Municipio o comuna;Paso Aguerre;Paso Aguerre
0641;0641-1;1;Comisión de Fomento de Puerto Pirámides;Estado;Municipal;Municipio o comuna;Puerto Pirámides;Puerto Pirámides
0642;0642-1;1;Comisión de Investigaciones Científicas de la Provincia de Buenos Aires (CIC);Estado;Provincial;Organismo CyT público;Provincia de Buenos Aires;CIC (PBA)
0643;0643-1;1;Comisión de Investigaciones Científicas de la Provincia de Buenos Aires (CIC);Estado;Provincial;Organismo CyT público;Provincia de Buenos Aires;CIC (PBA)
0644;0644-1;1;Comisión municipal de Guampacha;Estado;Municipal;Municipio o comuna;Guampacha;Guampacha
0645;0645-1;1;COMISION MUNICIPAL DE LA CAÑADA;Estado;Municipal;Municipio o comuna;La Cañada;La Cañada
0646;0646-1;1;COMISION MUNICIPAL DE SAN ANTONIO;Estado;Municipal;Municipio o comuna;San Antonio;San Antonio
0647;0647-1;1;Comisión municipal de Santa Catalina;Estado;Municipal;Municipio o comuna;Santa Catalina;Santa Catalina
0648;0648-1;1;COMISION MUNICIPAL DE SUSQUES;Estado;Municipal;Municipio o comuna;Susques;Susques
0649;0649-1;1;COMISION MUNICIPAL DE TRES CRUCES;Estado;Municipal;Municipio o comuna;Tres Cruces;Tres Cruces
0650;0650-1;1;COMISION MUNICIPAL DE TRES CRUCES;Estado;Municipal;Municipio o comuna;Tres Cruces;Tres Cruces
0651;0651-1;1;Comisión Municipal de Tumbaya;Estado;Municipal;Municipio o comuna;Tumbaya;Tumbaya
0652;0652-1;1;Comision Municipal de Yala;Estado;Municipal;Municipio o comuna;Yala;Yala
0653;0653-1;1;COMISION MUNICIPAL LA CAÑADA;Estado;Municipal;Municipio o comuna;La Cañada;La Cañada
0654;0654-1;1;Comisión Municipal de Tumbaya;Estado;Municipal;Municipio o comuna;Tumbaya;Tumbaya
0655;0655-1;1;Comision Municipal de Yala;Estado;Municipal;Municipio o comuna;Yala;Yala
0656;0656-1;1;Comisión Nacional de Energía Atómica;Estado;Nacional;Organismo CyT público;CNEA;CNEA
0657;0657-1;1;Comisión Nacional de Energía Atómica;Estado;Nacional;Organismo CyT público;CNEA;CNEA
0658;0658-1;2;Comisión Nacional de Energía Atómica - CNEA;Estado;Nacional;Organismo CyT público;CNEA;CNEA
0658;0658-2;2;Universidad Provincial del Sudoeste;Estado;Provincial;Universidad pública;Universidad Provincial del Sudoeste;Universidad Provincial del Sudoeste
0659;0659-1;2;Comisión Nacional de Energía Atómica;Estado;Nacional;Organismo CyT público;CNEA;CNEA
0659;0659-2;2;NANOTEK SA;Privado;Empresa privada;SA;NANOTEK SA;NANOTEK SA
0660;0660-6;7;Aldar SA;Privado;Empresa privada;SA;Aldar SA;Aldar SA
0660;0660-1;7;Comisión Nacional de Energía Atómica;Estado;Nacional;Organismo CyT público;CNEA;CNEA
0660;0660-4;7;Empresa Distribuidora y Comercializadora Norte SA- Edenor SA;Privado;Empresa privada;SA;EDENOR SA;EDENOR SA
0660;0660-3;7;EUROTEC NUTRITION ARGENTINA S.R.L.;Privado;Empresa privada;SRL;Eurotec Nutrition Argentina SRL;Eurotec Nutrition Argentina SRL
0660;0660-5;7;QMAX S.R.L.;Privado;Empresa privada;SRL;QMAX S.R.L.;QMAX S.R.L.
0660;0660-7;7;TYCO ELECTRONICS ARGENTINA SA;Privado;Empresa privada;SA;TYCO ELECTRONICS ARGENTINA SA;TYCO ELECTRONICS ARGENTINA SA
0660;0660-2;7;Universidad Nacional de San Martin;Estado;Nacional;Universidad pública;UNSAM;UNSAM
0661;0661-1;1;Comisión Nacional de Energía Atómica;Estado;Nacional;Organismo CyT público;CNEA;CNEA
0662;0662-1;1;Comité Ejecutivo de Desarrollo e Innovación Tecnológica;Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación)
0663;0663-1;1;Comité Ejecutivo de Desarrollo e Innovación Tecnológica;Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación)
0664;0664-1;1;Comité Ejecutivo de Desarrollo e Innovación Tecnológica (CEDIT);Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación)
0665;0665-1;1;Comité Ejecutivo de Desarrollo e Innovación Tecnológica (CEDIT);Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación)
0666;0666-1;1;Comité Ejecutivo de Desarrollo e Innovación Tecnológica (CEDIT);Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación)
0667;0667-1;1;Comodoro Rivadavia;Estado;Municipal;Municipio o comuna;Comodoro Rivadavia;Comodoro Rivadavia
0668;0668-1;1;Compañía del Volcán SRL;Privado;Empresa privada;SRL;Compañía del Volcán SRL;Compañía del Volcán SRL
0669;0669-1;1;Compañía Salteña de Agua y Saneamiento;Estado;Empresa estatal;SA;Compañía Salteña de Agua y Saneamiento;Compañía Salteña de Agua y Saneamiento
0671;0671-1;1;Complejo Productivo Mediterráneo SA;Privado;Empresa privada;SA;Complejo Productivo Mediterráneo SA;Complejo Productivo Mediterráneo SA
0672;0672-1;1;Comuna de Amboy;Estado;Municipal;Municipio o comuna;Amboy;Amboy
0673;0673-1;1;Comuna de la Rancherita y las Cascadas;Estado;Municipal;Municipio o comuna;La Rancherita y las Cascadas;La Rancherita y las Cascadas
0674;0674-1;1;Comuna de Las Cañadas;Estado;Municipal;Municipio o comuna;Las Cañadas;Las Cañadas
0675;0675-1;1;Comuna de Moises Ville;Estado;Municipal;Municipio o comuna;Moises Ville;Moises Ville
0676;0676-1;2;Comuna de San Gregorio;Estado;Municipal;Municipio o comuna;San Gregorio;San Gregorio
0676;0672-2;2;Universidad Tecnológica Nacional - Facultad Regional de Venado Tuerto;Estado;Nacional;Universidad pública;UTN;UTN
0677;0677-1;1;Comuna de San Javier;Estado;Municipal;Municipio o comuna;San Javier;San Javier
0678;0678-1;1;Comuna de Suardi;Estado;Municipal;Municipio o comuna;Suardi;Suardi
0679;0679-1;1;Comuna rural de Rumi Punco;Estado;Municipal;Municipio o comuna;Rumi Punco;Rumi Punco
0680;0680-1;1;Comuna rural Paso del Sapo;Estado;Municipal;Municipio o comuna;Paso del Sapo;Paso del Sapo
0681;0681-1;1;Comunidad Aborigen de Cabreria;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Aborigen de Cabreria;Comunidad Aborigen de Cabreria
0682;0682-1;1;Comunidad Aborigen de Cerro Centinela;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Aborigen de Cerro Centinela;Comunidad Aborigen de Cerro Centinela
0683;0683-1;1;Comunidad Aborigen de Rinconada;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Aborigen de Rinconada;Comunidad Aborigen de Rinconada
0684;0684-1;1;COMUNIDAD ABORIGEN EL ANGOSTO;Comunidad;Comunidad aborigen;Comunidad aborigen;COMUNIDAD ABORIGEN EL ANGOSTO;COMUNIDAD ABORIGEN EL ANGOSTO
0685;0685-1;1;Comunidad Aborigen Huarpe Paula Guaquinchay;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Aborigen Huarpe Paula Guaquinchay;Comunidad Aborigen Huarpe Paula Guaquinchay
0686;0686-1;1;Comunidad Aborigen Kolla de Finca Tumbaya;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Aborigen Kolla de Finca Tumbaya;Comunidad Aborigen Kolla de Finca Tumbaya
0687;0687-1;1;Comunidad de Yanima;Estado;Municipal;Municipio o comuna;Yanima;Yanima
0688;0688-1;1;Comunidad del Pueblo Originario Vilela de Pampa Pozo, lote 110-  Departamento Moreno.;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad del Pueblo Originario Vilela de Pampa Pozo, lote 110-  Departamento Moreno.;Comunidad del Pueblo Originario Vilela de Pampa Pozo, lote 110-  Departamento Moreno.
0689;0689-1;1;Comunidad Diaguita Calchaqui;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Diaguita Calchaqui;Comunidad Diaguita Calchaqui
0690;0690-1;1;Comunidad Educativa Creciendo Juntos;Comunidad;?;Institución educativa;Comunidad Educativa Creciendo Juntos;Comunidad Educativa Creciendo Juntos
0691;0691-1;1;Comunidad Indígena Atacama de Rangel;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Indígena Atacama de Rangel;Comunidad Indígena Atacama de Rangel
0692;0692-1;1;Comunidad indígena de Amaicha del Valle;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad indígena de Amaicha del Valle;Comunidad indígena de Amaicha del Valle
0693;0693-1;1;Comunidad Indígena Diaguita Calchaquí Potrero Rodeo Gande;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Indígena Diaguita Calchaquí Potrero Rodeo Gande;Comunidad Indígena Diaguita Calchaquí Potrero Rodeo Gande
0694;0694-1;1;Comunidad indígena diaguita El Mollar;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad indígena diaguita El Mollar;Comunidad indígena diaguita El Mollar
0695;0695-1;1;Comunidad Indígena Puesto Grande del Toro;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Indígena Puesto Grande del Toro;Comunidad Indígena Puesto Grande del Toro
0696;0696-1;1;Comunidad Indígena Quitacara;Comunidad;Comunidad aborigen;;Comunidad Indígena Quitacara;Comunidad Indígena Quitacara
0697;0697-1;1;Comunidad indígena Willi Antú;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad indígena Willi Antú;Comunidad indígena Willi Antú
0698;0698-1;1;Comunidad Mapuche Linares;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Mapuche Linares;Comunidad Mapuche Linares
0699;0699-1;1;Comunidad Migtagan;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Migtagan;Comunidad Migtagan
0700;0700-1;1;Comunidad Qom Potae Napocna navogoh;Comunidad;Comunidad aborigen;Comunidad aborigen;Comunidad Qom Potae Napocna navogoh;Comunidad Qom Potae Napocna navogoh
