Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5;tipoentidad;Idproyecto;año;fondo;instrumento;provincia;titulo;areatematicanormalizada;montorealxproyecto;montorealxpentidad;pentidad
1585;1585-1;1;Instituto de Educación Nº 10;Estado;Provincial;Institución educativa;Instituto de Educación Nº 10;Instituto de Educación Nº 10;beneficiario;2821;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;Biogás en la Escuela Nº 436 La Bajada.;Hábitat social; $ 8,897 ; $ 8,897 ;1
1586;1586-1;1;Instituto de estudios ambientales y desarrollo rural de la llanura chaquela- Sede central- UNSE;Estado;Nacional;Universidad pública;UNSE;UNSE;beneficiario;1792;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;Investigación y transferencia de técnicas del manejo de monte para el desarrollo social, ambiental y económico de la comunidad de Garza, Depto. Sarmiento, pcia. de Santiago del Estero;Desarrollo productivo local; $ 68,512 ; $ 34,256 ;2
1587;1587-1;1;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;2782;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CHACO;Diseño socio-técnico de sistemas sanitarios para zonas rurales con estrés hídrico.;Hábitat Social; $ 12,202 ; $ 6,101 ;2
1587;1587-1;1;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;2623;2013;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CABA;Desarrollo de TIC para discapacidad: cuentos en Lengua de Señas Argentina (LSA) para adolescentes sordos/as.;Discapacidad; $ 19,095 ; $ 9,547 ;2
1587;1587-1;1;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;3142;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Cadena de recuperación, producción y comercialización intercooperativa partir del desarrollo de productos finales para la constr ;Desarrollo productivo ; $ 55,368 ; $ 27,684 ;2
1587;1587-1;1;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;2850;2018;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Innovación en materiales de construcción a partir del reciclado de scrap desde una perspectiva de economía circular para el desarrollo inclusivo sustentable.;Desarrollo productivo ; $ 31,058 ; $ 15,529 ;2
1587;1587-1;1;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;3032;2014;Programa Nacional de Tecnologías para la Inclusión Social;PAD;BUENOS AIRES;Fortalecer y promover la marca propia de la Red Textil Cooperativa a través del diseño de catálogo de venta innovando su imagen para favorecer la comercialización de sus productos y servicios.;Diseño; $ 15,737 ; $ 7,869 ;2
1587;1587-1;1;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;2583;2011;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Red de Tecnologías para la Inclusión Social Argentina - RedTISA.;Desarrollo productivo ; $ 17,383 ; $ 8,692 ;2
1588;1588-1;4;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;3162;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Soluciones alimentarias para la inclusión social;Desarrollo productivo ; $ 77,316 ; $ 15,463 ;5
1588;1588-2;4;CIC-PBA;Estado;Provincial;Organismo CyT público;Provincia de Buenos Aires;CIC (PBA);otraentidad;3162;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Soluciones alimentarias para la inclusión social;Desarrollo productivo ; $ 77,316 ; $ 15,463 ;5
1588;1588-3;4;CONICET;Estado;Nacional;Organismo CyT público;CONICET;CONICET;otraentidad;3162;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Soluciones alimentarias para la inclusión social;Desarrollo productivo ; $ 77,316 ; $ 15,463 ;5
1588;1588-4;4;LMM-IMMBA-DyCT-UNQ;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;3162;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Soluciones alimentarias para la inclusión social;Desarrollo productivo ; $ 77,316 ; $ 15,463 ;5
1589;1589-1;1;Instituto de Estudios Superiores Sociedad Civil;Comunidad;Sociedad civil;?;Instituto de Estudios Superiores Sociedad Civil;Instituto de Estudios Superiores Sociedad Civil;beneficiario;1518;2007;COFECyT;PFIP ;CHUBUT;Desarrollo y aplicación de una plataforma de educación a distancia mediante el uso de internet para el dictado de programas de capacitación para el sector docente, emprendedores de turismo, del sector productivo y entidades gremiales, profesionales, estudiantes avanzados y programas de especialización de grado y post grado.;Desarrollo productivo local; $ 230,254 ; $ 115,127 ;2
1590;1590-1;2;Instituto de Física de Materiales Tandil (IFIMAT - UNICEN);Estado;Nacional;Universidad pública;UNICEN;UNICEN;otraentidad;2904;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Placas de cemento alivianado con EPS reciclado para el mejoramiento de la eficiencia energética de viviendas.;Hábitat social; $ 39,680 ; $ 9,920 ;4
1590;1590-2;2;Facultad de Ciencias Sociales - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;2904;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Placas de cemento alivianado con EPS reciclado para el mejoramiento de la eficiencia energética de viviendas.;Hábitat social; $ 39,680 ; $ 9,920 ;4
1591;1591-1;1;INSTITUTO DE HISTOLOGIA Y EMBRIOLOGIA IHEM;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IHEM (CONICET, UNCU);beneficiario;3296;2023;COFECyT;PFI;MENDOZA;Desarrollo y validación clínica piloto del prototipo de un test para el diagnóstico temprano de hepatocarcinoma por medio de la detección de biomarcadores epigenéticos en biopsia líquida.;Desarrollo local; $ 100,557 ; $ 50,278 ;2
1592;1592-1;1;Instituto de Ictiología del Nordeste (INICNE) - Universidad Nacional del Nordeste;Estado;Nacional;Universidad pública;UNNE;UNNE;otraentidad;2710;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CORRIENTES;Producción y comercialización de carnada viva para la pesca deportiva.;Agricultura Familiar; $ 15,067 ; $ 7,533 ;2
1593;1593-1;1;Instituto de Investigación Animal del CHACOSemiárido (IIACS-INTA);Estado;Nacional;Organismo CyT público;INTA;INTA;beneficiario;2513;2022;Secretaría de Articulación;Programa ImpaCT.AR;TUCUMÁN;Potencialidad del uso de residuos agrícolas de cosecha y subproductos agroindustriales en alimentación animal para satisfacer la demanda provincial de carne.;Apoyo a organismos públicos; $ 125,850 ; $ 62,925 ;2
1594;1594-1;1;Instituto de Investigación e Ingeniería Ambiental (3iA) - Universidad de San Martin;Estado;Nacional;Universidad pública;UNSAM;UNSAM;otraentidad;2907;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Acceso al agua de consumo en poblaciones del Delta del Paraná aplicando tecnologías de acceso libre y energías limpias.;Hábitat social; $ 37,035 ; $ 18,517 ;2
1594;1594-1;1;Instituto de Investigación e Ingeniería Ambiental (3iA) - Universidad de San Martin;Estado;Nacional;Universidad pública;UNSAM;UNSAM;otraentidad;3155;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Adecuación y replicabilidad de sistemas de potabilización de agua de río junto a Cooperativas del Delta del Paraná ;Desarrollo productivo ; $ 79,570 ; $ 26,523 ;3
1595;1595-1;1;INSTITUTO DE INVESTIGACION EN ENERGIA NO CONVENCIONAL;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);beneficiario;1819;2017;COFECyT;ESPRO ;SALTA;HORNO SOLAR PARA PROCESAMIENTO DE MINERALES A ALTAS TEMPERATURAS;Desarrollo productivo regional; $ 169,462 ; $ 84,731 ;2
1596;1596-1;1;Instituto de Investigación en Procesos Tecnológicos Avanzados (INIPTA-CONICET-UNCAUS);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INIPTA (CONICET, UNCAUS);beneficiario;3194;2023;COFECyT;PFI;CHACO;"FORMULACIONES FARMACÉUTICAS PEDIÁTRICAS A BASE DE NANO/MICROTECNOLOGÍA
";Desarrollo local; $ 99,463 ; $ 49,731 ;2
1596;1596-1;1;Instituto de Investigación en Procesos Tecnológicos Avanzados (INIPTA-CONICET-UNCAUS);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INIPTA (CONICET, UNCAUS);beneficiario;3197;2023;COFECyT;PFI;CHACO;ELABORACIÓN DE UN SNACK SALUDABLE A PARTIR DE INGREDIENTES NATURALES DE PRODUCCIÓN LOCAL;Desarrollo local; $ 99,463 ; $ 49,731 ;2
1597;1597-1;2;Instituto de Investigación Gino Germani;Estado;Nacional;Universidad pública;UBA;UBA;otraentidad;3151;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;CABA;GÉNERO, AMBIENTE Y TRABAJO: MEJORAS EN LA PRODUCCIÓN Y COMERCIALIZACIÓN DE LA VIVERA, BARRIO RODRIGO BUENO, CABA ;Desarrollo productivo ; $ 72,873 ; $ 24,291 ;3
1597;1597-2;2;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ;otraentidad;3151;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;CABA;GÉNERO, AMBIENTE Y TRABAJO: MEJORAS EN LA PRODUCCIÓN Y COMERCIALIZACIÓN DE LA VIVERA, BARRIO RODRIGO BUENO, CABA ;Desarrollo productivo ; $ 72,873 ; $ 24,291 ;3
1598;1598-1;2;Instituto de Investigación y Desarrollo en Ingeniería de Procesos y Química Aplicada;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IPQA (CONICET, UNC);otraentidad;3140;2022;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;CÓRDOBA;Recuperación y revalorización de polipropileno (PP) para la provisión de sunchos (flejes manuales) en cooperativas de recicladores;Desarrollo productivo ; $ 124,719 ; $ 41,573 ;3
1598;1598-2;2;CIT Rafaela (CONICET y UNRaf);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIT Rafaela (CONICET y UNRaf);otraentidad;3140;2022;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;CÓRDOBA;Recuperación y revalorización de polipropileno (PP) para la provisión de sunchos (flejes manuales) en cooperativas de recicladores;Desarrollo productivo ; $ 124,719 ; $ 41,573 ;3
1599;1599-1;3;Instituto de Investigación y Desarrollo Tecnológico para la  Agricultura Familiar Región NOA.;Estado;Nacional;Organismo CyT público;INTA;INTA;otraentidad;2864;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Tucumán;Plantinera agroecológica y producción propia de semillas.;Agricultura Familiar; $ 39,680 ; $ 9,920 ;4
1599;1599-2;3;Agencia de Extensión Rural INTA Trancas;Estado;Nacional;Organismo CyT público;INTA;INTA;otraentidad;2864;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Tucumán;Plantinera agroecológica y producción propia de semillas.;Agricultura Familiar; $ 39,680 ; $ 9,920 ;4
1599;1599-3;3;Cátedra de Sociología Agraria, Facultad de Agronomía y Zootecnia, Universidad Nacional de Tucumán;Estado;Nacional;Universidad pública;UNT;UNT;otraentidad;2864;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Tucumán;Plantinera agroecológica y producción propia de semillas.;Agricultura Familiar; $ 39,680 ; $ 9,920 ;4
1600;1600-1;1;Instituto de Investigación y Desarrollo Tecnológico para la Agricultura Familiar Región Cuyo (IPAF Cuyo) - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA;otraentidad;2868;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SAN JUAN;Mecanización de la elaboración de bioinsumos para la producción agroecológica.;Agricultura familiar; $ 39,680 ; $ 19,840 ;2
1600;1600-1;1;Instituto de Investigación y Desarrollo Tecnológico para la Agricultura Familiar Región Cuyo (IPAF Cuyo) - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA;otraentidad;2836;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SAN JUAN;Desarrollo tecnológico y organizacional de la producción local de cera estampada de óptima calidad para pequeños y medianos apicultores de San Juan;Agricultura familiar; $ 15,736 ; $ 7,868 ;2
1601;1601-1;2;Instituto de Investigaciones Bioquímicas Bahía Blanca (INIBIBB)- CCT CONICET Bahía Blanca;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INIBIBB (CONICET, UNS);otraentidad;2858;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Pautas de cultivo y elaboración de productos derivados de cannabis para un acceso terapéutico seguro.;Salud; $ 39,680 ; $ 9,920 ;4
1601;1601-2;2;Centro de Recursos Naturales Renovables de la Zona Semiárida (CERZOS)-CCT CONICET Bahía Blanca;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CERZOS (CONICET, UNS);otraentidad;2858;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Pautas de cultivo y elaboración de productos derivados de cannabis para un acceso terapéutico seguro.;Salud; $ 39,680 ; $ 9,920 ;4
1602;1602-1;1;Instituto de Investigaciones Económicas y Sociales del Sur (IESS). Conicet-UNS;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IIESS (CONICET, UNS);beneficiario;2479;2022;Secretaría de Articulación;Programa ImpaCT.AR;BUENOS AIRES;Analisis cuantitativo, mediantes estudios econometricos, del impacto de la implementacion de la reduccion del tiempo de trabajo en la generacion de nuevos empleos;Apoyo a organismos públicos; $ 13,432 ; $ 6,716 ;2
1603;1603-1;1;Instituto de Investigaciones en Catálisis y Petroquímica;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad pública;INCAPE (CONICET, UNL);otraentidad;2935;2023;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SANTA FE;Producción de canilleras de fútbol con plástico reciclado;Desarrollo productivo ; $ 50,394 ; $ 25,197 ;2
1604;1604-1;1;Instituto de Investigaciones en Ciencia y Tecnología de Materiales, Universidad Nacional de Mar del Plata (INTEMA-UNMdP).;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INTEMA (CONICET, UNMdP);beneficiario;3578;2019;FONARSEC;PE;;Desarrollo de materiales compuestos de alto desempeño para su empleo en la fabricación de lanzadores de satélites;Satélites; $ 683,105 ; $ 683,105 ;1
1605;1605-1;1;Instituto de Investigaciones en Energía No Convencional - INENCO (CONICET-UNSA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);otraentidad;3152;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;SALTA;Agua fuente de vida. Acceso al agua y fortalecimiento local en comunidades originarias y criollas del CHACOsalteño ;Ambiente y hábitat social ; $ 79,570 ; $ 39,785 ;2
1605;1605-1;1;Instituto de Investigaciones en Energía No Convencional - INENCO (CONICET-UNSA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);otraentidad;2944;2023;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SALTA;Construyendo caminos para el Buen Vivir: Acceso al agua en la comunidad originaria Puesto Grande El Toro, Salta;Hábitat social; $ 66,308 ; $ 33,154 ;2
1605;1605-1;1;Instituto de Investigaciones en Energía No Convencional - INENCO (CONICET-UNSA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);otraentidad;2916;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SALTA;Energías renovables en los cerros de Salta: construyendo redes de colaboración para el buen vivir.;Hábitat Social; $ 39,680 ; $ 19,840 ;2
1605;1605-1;1;Instituto de Investigaciones en Energía No Convencional - INENCO (CONICET-UNSA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);otraentidad;3127;2022;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;SALTA;Construyendo caminos para el Buen Vivir: Acceso al agua y energías renovables en Cerro Negro del Tirao, Salta.;Ambiente; $ 124,719 ; $ 62,360 ;2
1605;1605-1;1;Instituto de Investigaciones en Energía No Convencional - INENCO (CONICET-UNSA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);otraentidad;2586;2012;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;Centro de desarrollo tecnológico de aprovechamiento de energías renovables.;Hábitat Social; $ 18,547 ; $ 9,273 ;2
1606;1606-1;1;Instituto de Investigaciones en Energía No Convencional - INENCO (CONICET-UNSA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);beneficiario;1659;2008;COFECyT;PFIP ;SALTA;Identificación y medición de indicadores para la evaluación de la sustentabilidad de los sistemas de gestión del agua y el saneamiento en la Provincia de Salta.;Desarrollo productivo local; $ 150,000 ; $ 75,000 ;2
1607;1607-1;1;Instituto de Investigaciones en Energía No Convencional - INENCO (CONICET-UNSA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INENCO (CONICET, UNSA);beneficiario;1772;2009;COFECyT;PFIP ;SALTA;Producción de vapor y energía eléctrica solar térmica para aplicaciones mineras en la Puna;Desarrollo productivo local; $ 346,688 ; $ 173,344 ;2
1608;1608-1;1;INSTITUTO DE INVESTIGACIONES EN FISICOQUÍMICA DE CÓRDOBA - CONICET;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INFIQC (CONICET, UNC);beneficiario;2117;2021;COFECyT;PFI ;CÓRDOBA;Desarrollo y transferencia de un prototipo de electrolizador alcalino industrial de mediana escala (5 kw);Desarrollo local; $ 84,651 ; $ 42,325 ;2
